n_sequences_tips,alignment_length,crown_age,gamma_shape,prop_invariant,insertion_rate,deletion_rate,mean_insertion_length,mean_deletion_length,normalized_colless_index,gamma,best_BD_speciation_rate,best_BD_extinction_rate,best_BD_speciation_alpha,best_BD_extinction_alpha,best_BLINDLIN,indel_rate
81,36,3.671300676151382,1.53786982404271,0.010726396437062236,0.08951466458087658,0.050791392077408196,1.5880434520365014,1.837008238779195,0.3236562302245966,1.3867174445973045,26.179971607828044,22.49308409835089,5.609033709287023,46.0131937125027,1,0.14030605665828477
88,50,3.589505613570014,1.981110431896127,0.00386377862405872,0.10552682581595947,0.11667340149379503,1.8839911978455182,1.9290587054591826,0.2827317038800075,-11.670066191463,16.27924186360698,23.25204751362551,3.49195080520772,26.760940528898878,1,0.2222002273097545
41,97,3.5978818794003233,1.8089724935181795,0.0033868069569895215,0.014321847613192967,0.07487573348029687,1.6047728386730384,3.0761861648233957,0.2576196776142131,-10.631378521780453,37.40204777473924,26.93003676762648,7.730033345417517,19.235415506957985,1,0.08919758109348984
91,24,2.4973292950256534,1.3801146146191094,0.03556693446364165,0.07779973382168814,0.1092551906461691,1.4055312400406539,1.2537005389572786,0.3387925597791986,-10.40227544369816,43.3421249425824,29.256250155353786,12.354338262706257,39.15945890027985,1,0.18705492446785726
28,48,1.1487208601223384,0.7197081965879464,0.029156335506649585,0.0834939865066437,0.1498961230060795,3.972965715888349,2.7173032623453244,0.24134172892678826,-4.816590025863369,38.679421226730966,28.804496781370805,23.095461667069554,22.890614328418813,1,0.2333901095127232
37,32,2.649073257018812,1.536850342042371,0.007221924894173347,0.03242765317331538,0.21536495338663528,1.4116999676398165,1.505943993692462,0.22287138347283147,-5.8384606639310475,46.13056454635836,42.87121495577185,13.59147747605156,23.471658748790396,1,0.24779260655995067
31,36,2.1219311485939043,1.3306607505832997,0.008356061632485654,0.1349796832140808,0.07274741480449448,1.5642929690599872,2.5531463028062182,0.22504906071135433,-0.5369738999151342,57.72525699223085,39.19336734169945,26.53992184609733,30.934683961537417,1,0.20772709801857528
57,96,2.844173284686071,1.4856222389192937,0.0004583280938565888,0.10423999395241423,0.08020642184945598,2.0349164997932228,2.6580892607587723,0.4545139440485243,-2.580976985385689,5.318500466485853,8.197028409596419,1.4287218838716789,33.3005207552404,1,0.1844464158018702
46,116,1.562038473300681,0.8737073243742057,0.01774263082918548,0.1152687490708788,0.3329297958507431,6.9986306244104535,3.3848387913309033,0.13247628213194254,-13.058553384322202,27.86557042732613,40.33534302967389,9.593707025919754,6.15916778574134,1,0.4481985449216219
88,31,2.535314913755752,1.342775083309329,0.003434057072421111,0.0830745785907805,0.09860380472312368,1.4153223523108938,1.6162836509643528,0.2605224299151788,-44.79278754755461,37.08811004039185,33.58116146208905,10.752031393431016,17.0994376904757,1,0.18167838331390418
25,51,1.6103522042545406,1.81000616564578,0.03380322750237135,0.022121476954187938,0.05621186844641306,2.6555391584280286,2.8089905772698227,0.38369549565676947,-16.182179499893536,55.35270487584538,44.64007070237232,28.24238269277532,31.701335374644017,1,0.078333345400601
71,122,2.8133066911077487,0.9466424682573539,0.02846796253904078,0.11874697757581813,0.07600211751519115,4.2865991591117,2.9856353666699027,0.4796873126178172,-13.727237326819424,48.145118187524446,67.33685395104132,12.369733867166316,54.862213926537564,1,0.1947490950910093
90,87,2.273927433595735,0.9156581387700642,0.0009941593524337524,0.129583334001593,0.07612124744327925,2.299065795276905,2.7949345773358605,0.22772554811564386,2.5151702342661295,1.2934002615422497,11.417025729576206,-2.252145411650375,11.648462181776354,1,0.20570458144487225
62,57,1.4653173977783436,0.6846160776378258,0.025661223420047487,0.12518663898170898,0.20359273356620675,3.1843408418695667,2.56754332428528,0.2019513972012067,-7.5634187039644525,17.79484064308912,24.674727078805503,10.717261243486423,7.943205187044235,1,0.3287793725479157
98,143,3.138961749801862,1.2834310129544477,0.012508254449629752,0.08382316695554881,0.1116996548233826,4.179457840080502,4.031050437567626,0.16578128632029063,-16.41762530052074,2.7438903136033708,13.505349591857252,0.03830843828737751,8.62906389169472,1,0.1955228217789314
88,81,2.623816271056155,1.3005273250025202,0.015059886951107616,0.049734240793468824,0.09329662623645166,2.7182988875323817,2.362126200106494,0.468501315095528,-3.8827322810535305,14.779099620713202,12.284217530523366,-0.39982003688136475,35.84222859913767,1,0.1430308670299205
78,161,1.9744093177093411,0.9105970701043724,0.033590145715370494,0.03324516898512268,0.04676188682173402,1.4162111642709703,4.158303525577596,0.41712157845741016,-26.71327459086117,2.079735560647424,7.713900680554574,-4.457384605178779,8.251205866025815,1,0.0800070558068567
83,36,3.4435534785903057,2.047484861885497,0.018767337092706848,0.06532011414050624,0.07637621577630863,1.4068205300414085,1.6332761065509946,0.22453976027851769,-30.30545136670668,17.47220055933406,35.724584344181785,3.5757626913712195,19.85153995946522,1,0.14169632991681486
28,135,1.8595114560808148,1.6920344456026244,0.004381221905221956,0.1106379920364032,0.3086323232414886,4.573108855582605,3.4970890489230237,0.22693109405920012,-16.646015627554785,25.360244341341907,35.813137389839376,6.72481243717988,0.011619515871291952,1,0.4192703152778918
28,39,1.189067628860422,0.5525706887468083,0.03518250695429632,0.07244450144059744,0.23065869910094175,2.651810549248462,2.239517211140128,0.2102173365490974,-9.97318838397553,30.535648526580893,29.014063684347118,17.11087383167759,7.514918051753062,1,0.30310320054153916
20,26,1.1758564726110872,1.1921387684183427,0.0072614450037338145,0.11713982669199768,0.3609764001241029,1.4596953435296438,1.8072228299441773,0.12660407490434808,22.78413020235679,77.386670767573,40.0950481345798,45.23836975693627,9.651797917026432,1,0.4781162268161006
39,25,1.2155407516048424,1.1193779033026638,0.014475265237018323,0.10753116466663533,0.35500934074249846,1.405156817005826,1.2062484700300655,0.4811552927091022,11.61645841363024,44.376374671748614,12.400790950785872,19.664568192347772,25.577028228555385,1,0.4625405054091338
81,111,3.5701460174307615,1.3677308953897642,0.0016838906735979098,0.04554334227708001,0.11564475357948613,3.4654572918895354,2.9710939740423576,0.1603779205475591,-32.389167995497125,5.700758504164707,23.485957172875256,-2.1866486265300478,9.107679552600173,1,0.16118809585656613
21,76,1.2724911128127698,1.6038154226564223,0.011460638330423593,0.12334931599196458,0.3677331182317761,1.7381172500146045,2.2761132257038423,0.45629264000812947,-13.992153496970426,25.876903732087055,22.41954202536617,16.21847073394154,8.808042073058843,1,0.4910824342237407
78,80,2.996523622100212,1.6078299320466194,0.033336920763809265,0.061733500780880815,0.12056975258558637,4.8728411989000895,3.489987037195144,0.15203818643103895,9.428174462930219,30.905005856897017,25.900088193151888,10.210435439678495,23.717338714660926,1,0.1823032533664672
49,76,1.25479148399126,1.475964741065508,0.03312799423424995,0.1346862832320333,0.14906188301244952,2.7999345944868965,4.149831970668239,0.18720516291236922,7.187905928269233,59.18318741836428,36.658609109399926,31.277625555810868,37.47708888839651,1,0.28374816624448285
64,85,2.3410306386938022,1.884789490045713,0.02535884004572791,0.0683550318440988,0.06964392755111301,7.156221577652409,4.298722560266587,0.16416801730703703,-9.139504016432953,50.11167555396644,49.354920173831786,15.239303211509075,29.801146376781553,1,0.1379989593952118
39,28,1.8919070241387637,1.2396026835295675,0.047008070504203775,0.04326551037598969,0.1227110685888412,1.7465986561208948,2.0587711289564266,0.18979672597556663,18.459544168417242,68.97248250178671,40.19812263699364,32.69892124364017,40.490548562194604,1,0.1659765789648309
52,165,3.3761402013229387,1.8337126087502675,0.0034819645166966184,0.029819653457541166,0.03895042442403022,8.76535081407023,6.043982784277174,0.20356704067518308,-23.43250493550168,28.818823643139257,36.48621662622251,5.29212837030442,31.622199285191435,1,0.06877007788157138
65,46,2.8582273938292455,1.2617981409883352,0.03706264532732055,0.05393305524541523,0.08547930874845863,1.467695252043227,2.263730183479635,0.22142760913619033,-9.036786597506918,51.14751031579167,85.7111987319107,15.681681718438691,28.813767316813433,1,0.13941236399387386
90,24,2.435314556641029,1.0400360377974163,0.0010186596735928563,0.06951020942143687,0.1009676486501868,1.415397733928618,1.182162399973594,0.2762892306690523,-11.001865596852875,11.274514717022967,14.854873904733545,2.6442678915152786,4.016403453217404,1,0.1704778580716237
69,163,3.3104189774296744,1.7733899408034484,0.003189187190071266,0.030766384034776967,0.0385217382404227,4.787413286741846,4.727712072303798,0.2964963162470409,-46.882924356906265,10.111930041825985,23.79773327967253,-1.2370908083169383,20.146203684537284,1,0.06928812227519968
25,41,1.2722415081380702,0.7982961429330826,0.0051368214498566786,0.10369760212186596,0.3023175241869617,3.764135620245513,2.0764116338333407,0.15811624465855872,3.653506480442798,48.22170795817648,49.607289039788064,25.06571544549699,5.946468107681278,1,0.40601512630882763
43,61,1.7868869939846495,1.8560845053946957,0.000553217245478727,0.08531445212018755,0.21456599688273126,1.517192536300783,1.8699759787709462,0.41842365941829857,-39.1172719801584,27.867786223074976,39.93226229587409,11.290819370397207,8.21574907207335,1,0.2998804490029188
58,142,3.2797628524042657,1.4473446897657931,0.018850028116908692,0.06760501173892133,0.06398028535956266,7.556402630147916,6.062858930117004,0.1887808071147941,16.48646024233868,9.416746689037877,13.778309132590152,-1.7419343351016388,31.39117877794645,1,0.131585297098484
82,115,3.1023350451232368,1.3301530117955176,0.01958417945330583,0.03333038243445481,0.03649959964712386,2.9137189154956555,6.149891150405326,0.136312923906938,-26.667578360682896,4.989372999242587,16.033704849842426,0.33490656085644027,5.63159623831593,1,0.06982998208157867
81,42,2.738684256877051,1.6753492943078507,0.04589106824548532,0.09254057722717007,0.04165036842973143,3.507430265080499,3.5228649820586844,0.11962221344670589,-1.072994699298873,38.23805302607377,42.23287017805872,12.180299710221796,13.702871166095832,1,0.1341909456569015
21,52,1.6611013830210646,1.2433955950503959,0.004068409986072181,0.11980508045504756,0.33553280636806926,1.5746829520808556,2.2239992976410425,0.19369015647943452,11.614480725067372,61.70104660742247,62.61644168276864,28.427509205666812,19.78095484080074,1,0.4553378868231168
52,108,1.5561619933487063,0.8788226823469766,0.025583797990345006,0.13613577934428583,0.15098275543837592,5.453779664771491,5.6219335197904385,0.15362205532420664,-2.759815998797159,21.515954217409234,21.747025715084842,9.673745114716137,8.347907332630545,1,0.28711853478266175
42,46,2.707658356851858,1.1914423221827775,0.013930404781941783,0.08434274003855456,0.15597545188795725,1.4105992641650094,1.6527765163683736,0.45885728554908756,11.465746379189001,3.266735889500223,7.529666180202995,0.08249630623983956,34.08766405716204,1,0.24031819192651183
30,23,1.6907443115496752,1.085398865568953,0.012370708807316956,0.04531315098432311,0.31295684476491137,1.4064678593022186,1.0797812294268492,0.3054070648527897,-1.493416192431067,52.5241079046629,52.12420245215497,26.22587584840932,15.862104781373876,1,0.35826999574923446
20,23,1.2262261784166117,1.554256500373584,0.014717390328729572,0.07349733465644984,0.3733647079023783,1.4128221779506016,1.2006880669396804,0.3622558720369316,12.657334843537107,56.85688709072284,22.757260561120184,43.04169512166858,16.23990234425665,1,0.4468620425588281
53,60,3.254635003631229,1.5862506869908772,0.0025002004060375115,0.03467600048816444,0.12228047780450238,1.4134609835213339,1.73562446072567,0.4605565771797773,-26.11959184097535,28.781403449709547,26.73796130093966,8.14016900899982,18.19987431392631,1,0.15695647829266682
47,77,2.8733930045781904,1.552078570459626,0.00772884407949909,0.09460997198223411,0.11393188370932562,2.6656967494025166,3.2858589916237273,0.17858922432913862,-30.49081688577142,30.126324615528596,42.0814127625899,8.540498612478906,12.802423214412988,1,0.20854185569155975
98,59,2.917986589452597,0.9394786426073259,0.012041916466747033,0.07689423927963003,0.06343778523845184,6.724763847717716,2.5624712112805383,0.1961112132953786,-0.338532762340062,2.722865738415278,12.044130075354879,-0.03917932383759189,8.013221130675973,1,0.14033202451808185
27,95,2.368658067742353,0.9259962974903373,0.0007192860894552286,0.12444540700900265,0.09741885003645832,2.3981445928121348,2.619557232681932,0.3858008201290555,-24.72743352901368,29.017880536007034,62.131136512203504,10.909453776498076,29.381570188156026,1,0.22186425704546098
97,95,2.5675735055084363,1.0471806095463219,0.04033967150869143,0.0904226625607579,0.1962458478746084,4.606554981041693,3.0646285359795318,0.1995515893578965,9.494061983440965,45.083018944322475,29.063339433845456,15.70072166124313,46.7777048945309,1,0.2866685104353663
49,126,2.121001347413496,0.726994993423618,0.008695646706322616,0.0362421789598881,0.09404095967494852,3.535521530772864,2.43534222577477,0.4033262209010448,-36.0796068842319,2.714264971626389,25.240096797840625,-4.759379329469309,13.841856127094958,1,0.13028313863483662
26,23,1.3096860841558353,1.3551971914298555,0.012287131594221247,0.05468082843943352,0.1271098242698021,1.4175337771945082,1.24440217862403,0.3054797424681179,-14.130225823180767,32.40488568798895,19.864534261473718,19.41738305615062,1.9900114482317885,1,0.1817906527092356
39,28,1.2819755925035758,1.371332095000504,0.022287444599445563,0.0862738142769551,0.27243355652859313,1.410051741073478,1.3752538036918511,0.43445417302245587,-11.436597642250167,42.763805090131136,27.286505438408582,24.36048279225914,24.945375588831425,1,0.35870737080554826
99,25,3.9362922907384545,1.2579422839428829,0.0034649878726466144,0.022096898051171862,0.045004654878494546,1.5003490830324673,1.218945727905765,0.288542031952312,-5.918362585904054,3.3619430255871467,14.876448948603443,-4.759043236558706,22.795585213406444,1,0.06710155292966641
33,38,2.405569081715396,1.3595885745410636,0.025453188429837226,0.04835318881822583,0.29603119274325695,2.11778885606627,1.7326783322617356,0.4080462969350849,-4.882767852341684,28.387241078144317,23.81736993948949,10.729850748351764,19.618701781345045,1,0.34438438156148277
27,29,2.014093054389507,1.2331523222720986,0.009267624836046017,0.05357795435946087,0.33411316401174884,1.4400682489044383,1.537685777842874,0.19221087126329894,15.83892276600095,49.5475317868789,27.250167743041377,23.213533392720638,18.5704689026823,1,0.38769111837120973
43,33,2.0569599591552388,0.7355649167933642,0.0019069569870289274,0.11409392080385213,0.28547010567776715,1.4866560686552535,1.4294770860439234,0.318522528999368,11.407603660716672,38.87387464891976,23.048870199592177,14.545158243897916,28.351918381227463,1,0.39956402648161926
68,77,3.2234327142066994,0.7169023365106808,0.007158139915560043,0.03441113891758419,0.03616953674427339,4.396974192421478,3.079377024321537,0.18950824524680038,-9.939736803869382,27.876664098754684,38.49973873275128,0.6462945815591843,33.48272278048156,1,0.07058067566185758
41,39,1.8814312497086243,0.9749938601333017,0.0036222867692521045,0.06264472675921043,0.19983862978601086,1.6101435973633436,1.64603303288088,0.26667594811895695,-10.29415413536313,44.95555469062285,37.205433194761234,19.734123691410545,20.003323105383767,1,0.26248335654522126
75,24,2.0384700505024216,0.5825662806662729,0.019330756447822697,0.06799108354928246,0.1114717047900856,1.424180178877321,1.4152122205771664,0.11237566730143812,13.181251303172079,30.358298729141985,21.82632288912298,3.9890322215553824,6.844480967811007,1,0.17946278833936807
44,34,2.3923823245527087,1.1157753107622466,0.0027935781793919966,0.04442908431326114,0.2905115935758644,1.7120617017320476,1.5106854948521669,0.2931535929481556,1.403443934047107,14.091140400209323,11.567340870119585,3.9894079637886852,0.29430298338609795,1,0.33494067788912557
49,80,3.224504739114356,1.7148092448875292,0.001873250224060051,0.06781677597213792,0.2603833560965691,1.732561456529322,2.081742052062392,0.36681122348872935,-35.95573829837343,16.628346276685352,28.85844014284543,4.007996970837299,10.108660436315576,1,0.328200132068707
87,93,1.6834653935181505,0.6669544113845065,0.018561649816189834,0.13251888097477868,0.21017883082026445,1.7100662821698132,2.3039370146004003,0.4788997336073033,-25.607218825001887,36.164345395762965,25.046460741874302,12.176634086852216,39.1464325187267,1,0.34269771179504316
52,152,3.0197267549856757,1.2121681110407958,0.011730273094423245,0.12986801226438113,0.045321310350099356,3.8646196258661956,6.093910060938956,0.2239383605229454,-7.093906196166759,31.488851512499735,34.18737296758419,6.789291024487095,40.29593418529838,1,0.1751893226144805
42,56,2.699242897672629,1.1327833045007136,0.018710227856104183,0.0712075530423732,0.04084722546567002,1.67046728751815,2.5055802097675643,0.33661901013940654,-31.64522328915798,15.55408265962654,35.82570505116431,5.341588081244203,26.020189070975974,1,0.11205477850804321
39,173,1.9003014337484774,1.3521099654690876,0.014135825898414008,0.018373058083799687,0.14922655289286982,2.6968617900218357,3.3658343775143944,0.38927425405869026,-20.728375647735927,12.865670492815884,19.164591022642423,5.337054326720207,15.781846954560304,1,0.1675996109766695
26,24,1.3878164483693534,1.230404729031194,0.021459460741834416,0.05866984677728435,0.36985493719781115,1.575108982250572,1.214704988963698,0.2952404187401057,10.833020731897042,52.923749966296825,33.86817703280818,30.577755093072234,15.656345425803874,1,0.4285247839750955
29,148,1.570849157519353,1.642833583277089,0.02187697193669505,0.13796115643697154,0.33606638909332764,3.1453118258563015,4.30359181462163,0.21707869123878895,-9.24608937621494,38.65447089650015,31.01134433472789,19.727732164947277,28.132489956935878,1,0.4740275455302992
56,30,2.9023968362019255,1.8357633996580698,0.010711526867852324,0.020755487730748173,0.07891088183380637,3.663856568175894,1.8258271521394578,0.20919244824557828,5.849328130325737,43.923835704821556,33.867968370069754,10.919239499871177,24.06349070944882,1,0.09966636956455455
69,164,3.6886148384670756,1.8275685084184472,0.038496231754123304,0.07439222714899711,0.20966953826275728,6.250337658478965,4.750243573042342,0.24480516316850093,-9.188014491006621,12.768511606724289,20.44029054677914,2.6752214458135284,28.541359170682334,1,0.2840617654117544
67,118,2.7806804915870753,1.8709069728818404,0.017023632554039048,0.11534054983679723,0.19775451769131064,5.002133125832748,4.042316270642747,0.23988382967922417,-6.982028358868719,14.052463040272546,15.425416472540174,4.388129150728932,20.128845967960387,1,0.3130950675281079
23,39,1.2610949564173979,0.9282411837170963,0.025974646625988487,0.04886143374011326,0.1319743895327796,3.322354200122656,2.4374570387606385,0.2139813056495218,15.120292518138182,62.02752509695963,47.523455105205365,22.49764752102774,32.674742134811275,1,0.18083582327289285
25,37,1.1755036407604331,1.4971150868059449,0.029067828006618734,0.06141006213006941,0.19015915241458084,1.4898749329484822,1.9102139829001286,0.42326182911705656,6.191281432964363,66.24207075218231,42.584899582570785,32.43653500530461,49.69392510987156,1,0.25156921454465025
21,102,1.8166991721634609,1.053901657527658,0.0415217827110281,0.01779511085507121,0.35444588845275504,7.748861575872683,4.310732894337366,0.11372748093749646,16.386176197350185,30.04604672694218,24.704346765415607,14.412215509040598,7.716862226903445,1,0.3722409993078263
45,23,1.2007903275792577,0.8932112869616798,0.010634547213965412,0.059445410699611,0.3498966502137387,1.4067123525865364,1.0596994149533152,0.3070925571024636,9.93100202673184,45.741294997305886,58.64320467760936,18.77436571943474,1.2880918737411218,1,0.40934206091334974
81,89,2.719324220643079,1.0534892798873021,0.01956068059839526,0.06212156196328435,0.08458558467313948,4.364015987649877,2.8610600139928026,0.19252078833130146,9.00805871545947,31.84489527566604,37.35655870406347,6.707975207829818,18.696631595718166,1,0.1467071466364238
44,155,2.522167006135221,1.3121024303828492,0.024980567733435082,0.053896826757456065,0.17498398725394362,1.6995981368929625,3.9839270606278268,0.32090110335193195,-26.04130188533481,23.62586853086873,23.644729741086604,7.844353020713841,17.2336034902747,1,0.2288808140113997
55,132,2.2816652893574756,0.8265568944411162,0.03189774222975892,0.0331135758493338,0.12821555757537711,4.306550438449458,3.3148663517302976,0.3772922829120893,4.4238167780901065,1.1558023343444448,9.047361035836316,-4.588458243240522,8.773932958565632,1,0.16132913342471092
20,29,1.2943260085750978,1.5483518577932796,0.025830861957207813,0.12994870304107306,0.37459699740292574,3.2202753917174136,1.8377956183074375,0.28245149048645585,16.44633182536838,69.55411902517797,36.30836236158358,50.85520711722472,39.237215330491104,1,0.5045457004439988
50,51,1.5113923939792042,0.5204953249245238,0.02395449682162119,0.12882316924954412,0.27181033918395014,1.41101026190918,2.029086657880122,0.3960641639842925,1.887734138517793,9.464244572924988,8.247036648394033,1.1933456830808822,24.735213569382815,1,0.40063350843349427
28,71,2.8205350929386084,0.9889068317231358,0.002033267710028085,0.025384312260915795,0.06748456095363169,1.9425054009618021,2.5978474850544577,0.3052753933738535,-11.103998844899253,13.340219853761125,18.911145713395097,3.691910037800326,5.382433185508326,1,0.09286887321454748
68,107,3.121350394359076,1.272275911232733,0.01875737790756438,0.11301176368702526,0.1297520502134294,2.964604233713685,3.443430800191515,0.1556011497635478,-41.28913749779398,25.84551073502091,74.82449467791031,5.444819934388728,20.96036487209514,1,0.24276381390045465
30,49,2.152056555069154,1.4274681579675916,0.0005381883276262396,0.10335958210200553,0.0924877900363267,4.01267326725559,2.6060556017493437,0.3486754410640925,14.316018373207271,31.836922177359256,17.663183150766404,8.132362529457765,40.01788733375484,1,0.19584737213833225
74,96,4.430981806424436,1.4488915903855262,0.018689532657272887,0.007818619176644767,0.04442706806424812,7.831615262432246,3.9705466072797213,0.19210569369372477,-33.26668626386458,3.749944322350308,20.518072677126145,-0.7664381118111662,14.079965238650349,1,0.05224568724089289
73,78,2.8112989189842694,1.6214719082537004,0.03324276531371197,0.12143872509454454,0.08929021596064249,5.417325854056381,3.9150401058268995,0.1929151084723866,0.7694842656578652,28.028771378961494,27.474175148312103,7.094833226307607,22.639035151376625,1,0.21072894105518702
21,100,1.6631793944449662,1.7966077055892926,0.039301364006707744,0.10057399704612287,0.1883441900957683,2.125935545169659,3.5778984815253363,0.39290144011040146,-6.352084208355614,46.61595599563026,44.35873730852594,25.877231135451932,33.401012513456465,1,0.28891818714189116
32,128,1.5409509836141655,1.3033733695752854,0.037759225060421966,0.11132593650234329,0.22091397167049967,4.601304255820346,5.119241326730273,0.2521660134547374,3.024135929505154,27.8884515071636,25.712466634264935,10.293471330727298,22.46204771275951,1,0.332239908172843
